location,size(bhk),total_sqft,bath,balcony,price
Varthur,2,1085.0,2.0,1.0,4500000.0
Dairy Circle,4,3754.0,6.0,2.0,48000000.0
Dodsworth Layout,3,1893.0,3.0,2.0,11500000.0
Thurahalli,4,600.0,3.0,2.0,6500000.0
Kundalahalli,3,1496.0,2.0,3.0,7800000.0
Chandapura,3,1305.0,3.0,1.0,3328000.0
Electronics City Phase 1,3,1550.0,2.0,2.0,8200000.0
Marathahalli,3,1200.0,2.0,1.0,5817000.0
Badavala Nagar,3,1494.0,2.0,2.0,9455000.0
Electronic City Phase II,2,1286.0,2.0,2.0,6900000.0
"Banashankari 6th stage , 2nd block",3,600.0,4.0,1.0,10000000.0
Hebbal,3,1860.0,3.0,2.0,9500000.0
Raghuvanahalli,1,425.0,1.0,1.0,75000000.0
Haralur Road,2,1243.0,2.0,2.0,4500000.0
Brookefield,2,1200.0,2.0,2.0,7500000.0
Sarjapur,2,1044.0,2.0,2.0,3200000.0
7th Phase JP Nagar,2,1040.0,2.0,1.0,4159000.0000000005
8th Phase JP Nagar,2,1125.0,2.0,2.0,3694000.0
Cunningham Road,3,3489.0,3.0,1.0,66200000.0
Subramanyapura,3,1278.0,2.0,2.0,5900000.0
Belatur,2,1250.0,2.0,1.0,4300000.0
Vijayanagar,5,2400.0,6.0,3.0,12500000.0
Lakshminarayana Pura,2,1210.0,2.0,2.0,7500000.0
8th Phase JP Nagar,4,1200.0,3.0,2.0,11000000.0
Sarjapur  Road,3,1157.0,2.0,1.0,5784000.0
Raja Rajeshwari Nagar,2,1185.0,2.0,1.0,5115000.0
Kalena Agrahara,3,1450.0,3.0,3.0,10000000.0
Old Madras Road,3,1859.0,3.0,2.0,12100000.0
Rajaji Nagar,2,1763.0,3.0,2.0,26200000.0
Attibele,2,900.0,1.0,1.0,2500000.0
Ramamurthy Nagar,3,1305.0,3.0,1.0,6000000.0
Srirampuram,3,1200.0,2.0,2.0,10000000.0
Sarjapur  Road,2,1150.0,2.0,0.0,3679999.9999999995
Whitefield,3,1806.0,3.0,3.0,8500000.0
Kudlu,2,1027.0,2.0,2.0,4200000.0
Uttarahalli,2,1002.0,2.0,1.0,4008000.0
Electronic City Phase II,3,1220.0,2.0,1.0,3621000.0
Whitefield,2,1109.0,2.0,1.0,3522000.0
Uttarahalli,2,1002.0,2.0,1.0,4008000.0
Narayanapura,2,1308.0,2.0,1.0,8904000.0
Hennur Road,2,1232.0,2.0,1.0,6959999.999999999
Haralur Road,2,1027.0,2.0,2.0,4400000.0
Kalyan nagar,2,1250.0,2.0,2.0,6500000.0
2nd Phase JP Nagar,6,900.0,6.0,3.0,17000000.0
KR Puram,4,960.0,4.0,2.0,8000000.0
Raja Rajeshwari Nagar,2,1255.0,2.0,1.0,5387000.0
Akshaya Nagar,3,1434.0,3.0,3.0,8400000.0
Doddathoguru,2,925.0,2.0,2.0,3000000.0
Jakkur,3,1858.0,3.0,1.0,12300000.0
Jakkuru Layout,2,1205.0,2.0,1.0,7000000.0
Nelamangala,3,1500.0,3.0,2.0,9000000.0
Nagawara Junction,3,1200.0,3.0,2.0,20000000.0
Mysore Road,2,1020.0,2.0,2.0,4895000.0
Thanisandra,2,965.0,2.0,1.0,5600000.0
7th Phase JP Nagar,5,1800.0,6.0,3.0,27000000.0
Hoysalanagar,6,1200.0,4.0,2.0,9000000.0
Battarahalli,2,1636.0,2.0,2.0,8289000.0
Kundalahalli,3,1724.0,3.0,1.0,12500000.0
Whitefield,2,1216.0,2.0,1.0,6700000.0
Yelahanka,1,654.0,1.0,1.0,3625000.0
Chikkabanavar,4,2460.0,7.0,2.0,8000000.0
Abbaiah Reddy Layout,2,1190.0,2.0,2.0,4100000.0
Tavarekere,7,1200.0,5.0,2.0,18000000.0
Budigere,3,1636.0,3.0,2.0,9200000.0
Hennur Road,2,1195.0,2.0,2.0,7300000.0
Nagavara,3,2400.0,3.0,3.0,25100000.0
1st Block HRBR Layout,2,1250.0,2.0,1.0,6700000.0
Thanisandra,3,1546.0,3.0,1.0,9500000.0
Indira Nagar,3,1440.0,3.0,1.0,27500000.0
Naganathapura,2,2260.0,3.0,1.0,8000000.0
Tavarekere,4,2700.0,3.0,2.0,9000000.0
Indira Nagar,2,1475.0,2.0,2.0,17100000.0
JP Nagar,4,3000.0,3.0,2.0,15000000.0
KG Halli,1,375.0,1.0,0.0,2600000.0
Balagere,2,1007.0,2.0,1.0,6600000.0
Hennur Road,2,1020.0,2.0,3.0,4700000.0
Lavelle Road,2,1000.0,2.0,0.0,15000000.0
Varanasi,2,800.0,3.0,1.0,5950000.0
Geddalahalli,5,1200.0,3.0,2.0,9500000.0
Marathahalli,2,1125.0,2.0,3.0,5500000.0
Kada Agrahara,3,909.0,2.0,1.0,4300000.0
Whitefield,4,2850.0,5.0,0.0,24000000.0
Dodsworth Layout,2,1400.0,2.0,3.0,8500000.0
Kadugodi,2,1152.0,2.0,2.0,6100000.0
Subramanyapura,2,958.0,2.0,1.0,3449000.0
Whitefield,2,1150.0,2.0,2.0,5500000.0
Old Madras Road,3,2990.0,5.0,1.0,17300000.0
Bellandur,2,1310.0,2.0,2.0,8500000.0
Hosur Road,3,1590.0,2.0,2.0,12600000.0
Green Glen Layout,3,1645.0,3.0,2.0,11000000.0
Veerabhadra Nagar,3,1800.0,2.0,2.0,10000000.0
Thanisandra,3,1795.0,3.0,2.0,15000000.0
8th Phase JP Nagar,2,1100.0,2.0,3.0,3500000.0
Kalkere,2,925.0,2.0,2.0,7000000.0
Basavangudi,3,1542.14,3.0,3.0,12000000.0
Konanakunte,4,3746.0,6.0,1.0,37500000.0
Thanisandra,3,1430.0,2.0,2.0,5400000.0
Bommanahalli,2,1020.0,2.0,2.0,5500000.0
Ramamurthy Nagar Extension,4,750.0,2.0,1.0,4200000.0
Electronic City Phase II,2,1140.0,2.0,1.0,3292000.0
Anekal,3,967.0,2.0,1.0,4500000.0
Hebbal,4,2470.0,4.0,2.0,20300000.0
Maruthi Nagar,2,850.0,1.0,0.0,3550000.0
Vidhyanagar Cross,2,1100.0,2.0,2.0,3200000.0
Thanisandra,3,1697.0,3.0,2.0,11000000.0
Varthur,2,1250.0,2.0,2.0,4700000.0
Gottigere,2,1120.0,2.0,2.0,5000000.0
NRI Layout,4,1200.0,4.0,0.0,9500000.0
Hennur Road,5,5100.0,6.0,3.0,37500000.0
7th Block Jayanagar,4,2400.0,3.0,2.0,48000000.0
Hebbal,2,1200.0,2.0,1.0,5200000.0
7th Phase JP Nagar,2,1100.0,2.0,1.0,4400000.0
 Devarachikkanahalli,3,1417.0,2.0,2.0,7600000.0
Thanisandra,3,1492.0,3.0,1.0,8800000.0
Devanahalli,3,1498.0,3.0,3.0,7915000.000000001
Bellari Road,4,3500.0,2.0,1.0,35000000.0
Kundalahalli,2,1010.0,2.0,1.0,4827000.0
Hennur,2,1255.0,2.0,2.0,5350000.0
Channasandra,2,1050.0,2.0,1.0,3500000.0
Hegde Nagar,3,1847.0,3.0,2.0,12500000.0
1st Stage Indira Nagar,2,1200.0,2.0,2.0,5500000.0
Bellandur,2,982.0,2.0,2.0,3728000.0
Hegde Nagar,3,2144.6,4.0,2.0,14500000.0
Kengeri,2,750.0,2.0,1.0,3650000.0
Electronic City,2,919.0,2.0,2.0,3500000.0
Budigere,2,1087.0,2.0,1.0,5430000.0
Sunder Ram Shetty Nagar,3,1480.0,3.0,2.0,7400000.0
Tindlu,2,1180.0,2.0,2.0,5200000.0
6th Block Jayanagar,3,2100.0,4.0,2.0,25500000.0
Jigani,3,1221.0,3.0,2.0,6500000.0
Haralur Road,2,1194.0,2.0,2.0,4600000.0
Thanisandra,3,2072.0,3.0,2.0,12200000.0
Whitefield,3,1600.0,3.0,2.0,6900000.0
Sahakara Nagar,3,2200.0,3.0,2.0,9800000.0
Rajaji Nagar,3,1640.0,3.0,3.0,22000000.0
Kaikondrahalli,2,1253.0,2.0,2.0,8150000.0
Hennur Road,2,1061.0,2.0,1.0,5492000.0
Marathahalli,3,1950.0,3.0,2.0,11500000.0
Marathahalli,2,1250.0,2.0,2.0,6800000.0
Hennur Road,3,1585.0,2.0,3.0,8000000.0
Kanakpura Road,3,1452.0,3.0,3.0,6098000.0
Kammasandra,2,1015.0,2.0,2.0,3700000.0
Marathahalli,2,1125.0,2.0,2.0,5680000.0
Electronic City Phase II,2,1116.0,2.0,2.0,4000000.0
Kadarenahalli,1,400.0,1.0,0.0,3500000.0
Kasavanhalli,4,4000.0,4.0,2.0,32500000.0
Hebbal,4,3900.0,4.0,2.0,41000000.0
Old Madras Road,2,1300.0,2.0,2.0,10000000.0
Raja Rajeshwari Nagar,2,1419.0,2.0,1.0,6042000.0
Punappa Layout,3,1310.0,2.0,1.0,5500000.0
Thigalarapalya,3,2072.0,4.0,2.0,15200000.0
Kaggadasapura,2,1240.0,2.0,1.0,5858000.0
Chamrajpet,3,1565.0,3.0,2.0,9891000.0
Budigere,3,1820.0,3.0,2.0,8900000.0
Gubbalala,3,2500.0,3.0,1.0,8800000.0
Hosa Road,2,1245.0,2.0,1.0,6200000.0
GM Palaya,3,1315.0,3.0,1.0,6500000.0
Kenchenahalli,3,1410.0,2.0,2.0,7300000.0
Dasarahalli,2,1375.0,2.0,1.0,6000000.0
Old Madras Road,2,1299.0,2.0,2.0,9500000.0
Pampa Extension,2,993.0,2.0,3.0,4550000.0
Bommasandra Industrial Area,2,1200.0,3.0,0.0,4500000.0
Lavelle Road,2,985.0,2.0,1.0,15600000.0
4th Block Koramangala,4,2400.0,5.0,3.0,18000000.0
Hebbal,3,1255.0,2.0,1.0,9500000.0
Hoodi,3,1655.0,3.0,2.0,13100000.0
Whitefield,4,2830.0,5.0,3.0,19000000.0
 Sector 1 HSR Layout,1,6000.0,1.0,1.0,27600000.0
Electronic City,2,550.0,1.0,1.0,1500000.0
Balaji Gardens Layout,1,825.0,2.0,1.0,4000000.0
Begur Road,3,1634.0,3.0,1.0,11100000.0
Kogilu,8,1200.0,6.0,3.0,10500000.0
Banaswadi,2,1222.0,2.0,2.0,8000000.0
Gottigere,3,1500.0,3.0,2.0,6300000.0
Akshaya Nagar,3,1890.0,4.0,2.0,10000000.0
Hegde Nagar,4,3750.0,6.0,2.0,37500000.0
Hulimavu,2,850.0,1.0,1.0,3950000.0
Whitefield,2,1295.0,2.0,3.0,7850000.0
Sarjapur  Road,2,1320.0,2.0,1.0,10000000.0
ISRO Layout,4,950.0,3.0,3.0,17900000.0
Hebbal,4,1200.0,4.0,2.0,22500000.0
2nd Stage Nagarbhavi,4,3000.0,3.0,3.0,17000000.0
Harlur,2,1197.0,2.0,1.0,8200000.0
Hoysalanagar,3,1320.0,2.0,3.0,6000000.0
Billekahalli,5,1180.0,5.0,2.0,9850000.0
Whitefield,1,840.0,1.0,1.0,5760000.0
Raja Rajeshwari Nagar,3,1693.0,3.0,1.0,7138000.0
Kodihalli,2,1000.0,2.0,1.0,6200000.0
Babusapalaya,2,1305.0,2.0,1.0,7000000.0
Kodichikkanahalli,1,450.0,1.0,1.0,1800000.0
CV Raman Nagar,1,705.0,1.0,1.0,5700000.0
Ilyas Nagar,4,750.0,6.0,2.0,7500000.0
Tumkur Road,5,4800.0,5.0,2.0,15000000.0
Gubbalala,4,5000.0,4.0,3.0,42500000.0
Whitefield,3,1991.0,3.0,2.0,10400000.0
Battarahalli,3,1779.0,3.0,2.0,9000000.0
Whitefield,4,10200.0,4.0,1.0,125000000.0
Banaswadi,2,870.0,2.0,2.0,3800000.0
Thanisandra,3,1595.0,3.0,2.0,12000000.0
Kanakpura Road,1,525.0,1.0,1.0,2600000.0
Ramamurthy Nagar,4,945.0,5.0,2.0,12000000.0
Basaveswarnagar,6,2400.0,4.0,2.0,42000000.0
Iblur Village,3,2000.0,4.0,2.0,13800000.0
Yelahanka,3,1614.0,3.0,2.0,9300000.0
Gottigere,2,1200.0,2.0,3.0,4000000.0
Electronic City Phase II,3,1150.0,3.0,3.0,4600000.0
Sonnenahalli,3,1610.0,3.0,2.0,8048000.0
Whitefield,2,1190.0,2.0,2.0,4100000.0
Kallumantapa,2,1050.0,2.0,2.0,5000000.0
Vaishnavi Layout,4,4800.0,5.0,2.0,42000000.0
7th Phase JP Nagar,3,1460.0,2.0,1.0,9700000.0
Jaymahal Road,3,3400.0,3.0,3.0,40000000.0
Naganathapura,1,600.0,1.0,0.0,3300000.0
Suraksha Nagar,3,1569.0,3.0,0.0,7000000.0
"Off Sarjapur Road, ",3,2600.0,3.0,2.0,14700000.0
Electronics City Phase 1,1,645.0,1.0,0.0,4250000.0
Nagarbhavi Garden Villas Layout,4,1200.0,3.0,1.0,18000000.0
Nagarbhavi,3,800.0,3.0,0.0,9500000.0
Mico Layout,2,800.0,2.0,1.0,8000000.0
Marathahalli,2,1350.0,2.0,1.0,9000000.0
BTM 2nd Stage,3,2780.0,4.0,1.0,32500000.0
Rajarajeshwari Nagara,3,1410.0,2.0,2.0,4512000.0
Whitefield,2,1109.0,2.0,1.0,3547000.0
Vasanth nagar,4,2000.0,3.0,2.0,106300000.0
Agrahara Dasarahalli,1,800.0,1.0,0.0,7200000.0
Bannerghatta Road,2,1215.0,2.0,1.0,6800000.0
Basaveshwara Nagar,8,1230.0,6.0,0.0,25000000.0
Prithvi Layout,3,2273.0,4.0,2.0,19200000.0
Varthur Road,2,1255.0,2.0,2.0,5276000.0
B Narayanapura,2,1020.0,2.0,1.0,4900000.0
T R Mill Road,3,1225.0,2.0,2.0,8200000.0
Singasandra,2,1120.0,2.0,1.0,6000000.0
Victoria Layout,5,2400.0,5.0,3.0,62500000.0
Kasavanhalli,3,1225.0,2.0,1.0,6900000.0
Whitefield,4,5200.0,5.0,3.0,24200000.0
Indira Nagar,4,4000.0,4.0,1.0,70000000.0
Sarjapur  Road,3,1984.0,4.0,1.0,14500000.0
Old Madras Road,3,2425.0,3.0,1.0,19700000.0
ITPL,3,1200.0,3.0,1.0,5612000.0
Bommasandra,2,1127.0,2.0,1.0,4500000.0
Whitefield,3,1655.0,3.0,2.0,9700000.0
Ananth Nagar,1,500.0,1.0,1.0,1400000.0
Varthur,3,1200.0,3.0,1.0,6838000.0
Kaggadasapura,2,1000.0,2.0,2.0,4300000.0
CV Raman Nagar,2,1225.0,2.0,2.0,4788000.0
Hormavu,2,1350.0,2.0,2.0,4500000.0
Nagarbhavi,4,600.0,5.0,3.0,9500000.0
Sahakara Nagar,2,1175.0,2.0,3.0,4900000.0
Sanne Amanikere,1,655.0,1.0,2.0,2700000.0
Hosa Road,3,1311.0,2.0,1.0,8486000.0
Banashankari Stage VI,3,600.0,4.0,0.0,9000000.0
CV Raman Nagar,2,1000.0,2.0,1.0,3850000.0
Indira Nagar Stage 2,2,1196.0,2.0,1.0,9600000.0
Kanakpura Road,3,1050.0,2.0,1.0,5900000.0
Somasundara Palya,3,1275.0,2.0,2.0,5200000.0
Hommadevanahalli,2,927.0,2.0,1.0,5000000.0
Varthur,3,1520.0,2.0,3.0,6100000.0
BTM Layout 2nd Stage 1st Phase,4,2400.0,5.0,2.0,39500000.0
Hebbal,2,1333.0,2.0,1.0,10400000.0
Tunganagara,1,600.0,1.0,0.0,1800000.0
Abbigere,3,1326.0,2.0,1.0,3479999.9999999995
Koramangala,2,1370.0,2.0,2.0,12500000.0
Koramangala,2,1100.0,2.0,2.0,8500000.0
Haralur Road,3,1650.0,3.0,3.0,10000000.0
Kasavanhalli,3,1917.0,3.0,2.0,13200000.0
Billekahalli,2,950.0,2.0,1.0,5811000.0
T C Palya main Road,2,1175.0,2.0,1.0,4872000.0
8th Phase JP Nagar,2,1089.0,2.0,1.0,4355000.0
Kalena Agrahara,3,1804.0,3.0,2.0,17500000.0
Hoodi,2,1257.0,2.0,1.0,6850000.0
Sarjapur,1,650.0,1.0,2.0,1987000.0
Whitefield,3,1850.0,3.0,2.0,15000000.0
Vishwapriya Nagar,4,2800.0,4.0,1.0,20000000.0
Koramangala,2,1161.0,2.0,1.0,6385000.0
Banashankari Stage V,3,1630.0,3.0,2.0,5135000.0
Jalahalli,3,1310.0,2.0,2.0,6000000.0
Lake City,2,750.0,2.0,1.0,2800000.0
Whitefield,3,1200.0,3.0,1.0,6777000.0
Vittal Nagar,2,1000.0,2.0,1.0,4500000.0
Old Madras Road,4,4000.0,4.0,2.0,22500000.0
Nagavara,2,1315.0,2.0,2.0,7000000.0
Sahakara Nagar,3,1370.0,2.0,2.0,9000000.0
Ulsoor,5,1200.0,4.0,3.0,15000000.0
Bellandur,2,1465.0,3.0,3.0,9000000.0
Electronic City,2,1128.0,2.0,1.0,6400000.0
Padmanabhanagar,3,1250.0,2.0,2.0,7000000.0
Hebbal,3,1645.0,3.0,2.0,11700000.0
Horamavu Agara,3,1284.0,2.0,2.0,7500000.0
Hebbal,3,2600.0,3.0,2.0,19900000.0
Kodigehalli,3,1820.0,3.0,2.0,15000000.0
Haralur Road,3,1580.0,3.0,1.0,7300000.0
Akshaya Nagar,3,2650.0,3.0,2.0,12500000.0
Bannerghatta Road,2,1215.0,2.0,1.0,6800000.0
Uttarahalli,2,1075.0,2.0,1.0,4000000.0
R.T. Nagar,3,1400.0,2.0,3.0,7800000.0
Subramanyapura,3,1400.0,2.0,1.0,5500000.0
Bisuvanahalli,2,845.0,2.0,1.0,3000000.0
Hegde Nagar,4,2600.0,4.0,3.0,4000000.0
Richards Town,2,800.0,2.0,1.0,8500000.0
Panathur,2,1199.0,2.0,1.0,8500000.0
Gunjur,2,1175.0,2.0,2.0,4348000.0
Bellandur,3,1767.0,3.0,2.0,10900000.0
Sarjapur  Road,4,1800.0,3.0,1.0,9000000.0
Talaghattapura,3,1856.0,3.0,2.0,13500000.0
Rajaji Nagar,3,1613.0,3.0,0.0,15000000.0
Whitefield,2,1290.0,2.0,0.0,9000000.0
Kasavanhalli,2,1375.0,2.0,1.0,7800000.0
Bagalur,2,985.0,2.0,2.0,5700000.0
Jeevan bima nagar,4,1200.0,4.0,1.0,20000000.0
Singasandra,2,1099.0,2.0,1.0,3750000.0
Electronic City,1,605.0,1.0,0.0,1331000.0
RMV Extension Stage 2,7,3600.0,7.0,3.0,16000000.0
Marathahalli,2,1200.0,2.0,1.0,5300000.0
Hulimavu,2,1000.0,2.0,1.0,4500000.0
Electronic City,3,1159.0,2.0,3.0,3800000.0
Devi Nagar,2,600.0,2.0,1.0,8000000.0
4th Block Koramangala,4,2400.0,4.0,3.0,60000000.0
BTM Layout,3,1540.0,2.0,2.0,7800000.0
"JP Nagar 7th Phase, ",3,1503.0,2.0,2.0,9300000.0
Ambedkar Nagar,3,1850.0,4.0,2.0,12000000.0
Uttarahalli,3,1580.0,3.0,1.0,6000000.0
Mico Layout,2,1190.0,2.0,2.0,3925000.0
Sampigehalli,2,1200.0,2.0,1.0,6100000.0
HAL 2nd Stage,7,1000.0,7.0,3.0,25000000.0
Jakkur,2,850.0,1.0,1.0,1989999.9999999998
Domlur,3,2180.0,3.0,2.0,28500000.0
Hennur Bande,3,2500.0,2.0,1.0,6000000.0
ITPL,3,1200.0,3.0,1.0,5612000.0
Kamakshipalya,3,1500.0,2.0,2.0,5200000.0
Navodaya Nagar,5,1200.0,3.0,2.0,18000000.0
Thanisandra,3,1880.0,3.0,3.0,12000000.0
Padmanabhanagar,2,1150.0,2.0,2.0,4500000.0
Kasavanhalli,4,4408.0,4.0,2.0,34400000.0
Bellandur,2,924.0,2.0,2.0,3511000.0
Kumaraswami Layout,6,600.0,6.0,3.0,10000000.0
Pattanagere,4,750.0,4.0,1.0,9500000.0
Karuna Nagar,3,1962.0,3.0,2.0,17500000.0
2nd Stage Nagarbhavi,5,1200.0,4.0,3.0,24000000.0
B Narayanapura,3,1765.0,3.0,2.0,7727000.0
Attibele,2,1174.0,2.0,1.0,2935000.0
Bannerghatta Road,3,1894.0,3.0,1.0,11500000.0
Ramamurthy Nagar,4,960.0,2.0,2.0,13800000.0
Sector 7 HSR Layout,3,1760.0,3.0,2.0,14200000.0
Doddanakundi Industrial Area 2,3,1768.0,3.0,3.0,9500000.0
Kothanur,3,1790.0,3.0,0.0,9700000.0
Kumara Park,4,3500.0,5.0,1.0,80000000.0
Whitefield,2,1200.0,2.0,1.0,4500000.0
Kengeri,4,2540.0,4.0,0.0,16000000.0
Mahadevpura,2,1137.0,2.0,1.0,5340000.0
Mysore Road,3,1568.0,2.0,2.0,10000000.0
AECS Layout,2,1308.0,2.0,1.0,6000000.0
Shankarapuram,4,3060.0,4.0,2.0,35000000.0
Bisuvanahalli,3,1200.0,2.0,1.0,4100000.0
Shetty Halli,1,800.0,1.0,2.0,3200000.0
Electronic City,1,530.0,1.0,1.0,1350000.0
Bisuvanahalli,3,873.0,2.0,1.0,4000000.0
AGB Layout,7,3000.0,6.0,3.0,14500000.0
2nd Stage Arekere Mico Layout,4,1200.0,4.0,1.0,23500000.0
Subramanyapura,2,958.0,2.0,1.0,3353000.0
Thigalarapalya,3,2072.0,4.0,2.0,16000000.0
Talaghattapura,3,2273.0,3.0,3.0,15900000.0
Banashankari Stage VI,3,600.0,3.0,2.0,9000000.0
Thanisandra,1,760.0,1.0,2.0,5000000.0
Dommasandra,2,1090.0,2.0,2.0,4350000.0
Thigalarapalya,3,2072.0,4.0,2.0,15500000.0
Bellandur,3,2666.0,3.0,1.0,23000000.0
Sarjapur  Road,3,1550.0,2.0,1.0,8900000.0
Ramagondanahalli,2,1251.0,2.0,1.0,5000000.0
Electronic City,2,1070.0,2.0,1.0,5300000.0
Kalena Agrahara,2,1200.0,2.0,2.0,4500000.0
CV Raman Nagar,3,1435.0,2.0,2.0,6000000.0
Bommasandra,3,1400.0,2.0,3.0,4500000.0
Judicial Layout,4,2330.0,3.0,2.0,9471000.0
Thanisandra,2,1200.0,2.0,3.0,6000000.0
Panathur,2,1000.0,2.0,2.0,4000000.0
Bannerghatta Road,3,1655.0,2.0,2.0,6289000.0
Raja Rajeshwari Nagar,9,3600.0,9.0,3.0,24000000.0
Bidrahalli,1,600.0,1.0,1.0,3500000.0
Electronics City Phase 1,2,1175.0,2.0,1.0,5000000.0
Uttarahalli,2,1155.0,2.0,2.0,4043000.0
Magadi Road,3,1200.0,3.0,2.0,9800000.0
Budigere,2,1149.0,2.0,2.0,6500000.0
Choodasandra,4,3200.0,4.0,2.0,37500000.0
Chinnapanahalli,2,1010.0,2.0,2.0,5500000.0
Hegde Nagar,3,1718.0,3.0,2.0,11900000.0
Bilal Nagar,2,650.0,1.0,1.0,2000000.0
Banashankari,2,1330.0,2.0,2.0,7700000.0
Hormavu,2,1200.0,2.0,2.0,6800000.0
Bannerghatta Road,3,1693.0,3.0,2.0,8900000.0
Koramangala,2,1249.0,2.0,1.0,16500000.0
Thanisandra,3,1800.0,4.0,1.0,12500000.0
Margondanahalli,2,900.0,2.0,0.0,5500000.0
NGR Layout,2,1020.0,2.0,1.0,4600000.0
Amruthahalli,3,1700.0,3.0,2.0,7700000.0
Panathur,1,661.0,1.0,1.0,4000000.0
Bannerghatta Road,2,1280.0,2.0,2.0,6016000.0
Krishna Nagar,5,1000.0,4.0,2.0,9000000.0
Hosur Road,2,1170.0,2.0,1.0,4800000.0
Thanisandra,1,933.0,2.0,1.0,5800000.0
Sarjapur  Road,2,1150.0,2.0,0.0,4400000.0
Benson Town,4,3633.0,6.0,2.0,55000000.0
Rajaji Nagar,3,1380.0,3.0,3.0,13000000.0
Banjara Layout,2,1050.0,2.0,1.0,6480000.0
Kanakapura Main Road,2,1080.0,2.0,1.0,3779999.9999999995
Harlur,2,1303.0,2.0,1.0,9000000.0
Raja Rajeshwari Nagar,2,1196.0,2.0,2.0,4054000.0
Nagarbhavi,5,2500.0,3.0,2.0,18000000.0
Sarjapur  Road,5,1200.0,4.0,1.0,9500000.0
Bommanahalli,3,1250.0,3.0,2.0,4100000.0
Akshaya Nagar,3,1419.0,2.0,3.0,8700000.0
Banashankari,2,1200.0,2.0,3.0,4900000.0
7th Phase JP Nagar,2,1120.0,2.0,2.0,6500000.0
Electronics City Phase 1,2,1245.0,2.0,1.0,7500000.0
Palanahalli,4,3978.0,4.0,3.0,42800000.0
Channasandra,2,1093.0,2.0,1.0,3400000.0
Electronic City,2,1025.0,1.0,1.0,2663000.0
Hebbal,2,1345.0,2.0,1.0,9700000.0
Suryanagar,2,1500.0,2.0,1.0,4500000.0
Vijayanagar,2,1180.0,2.0,1.0,8600000.0
NGR Layout,2,1020.0,2.0,1.0,4845000.0
Nanjappa Layout,3,1800.0,3.0,3.0,8500000.0
Konanakunte,4,3621.0,4.0,1.0,51100000.0
Banagiri Nagar,3,2008.0,3.0,2.0,17000000.0
Kothannur,3,1240.0,2.0,2.0,3985000.0
CV Raman Nagar,2,1020.0,2.0,1.0,5500000.0
2nd Stage Arekere Mico Layout,3,2095.0,3.0,2.0,14200000.0
Gunjur,3,1362.0,3.0,2.0,6263000.0
Yelahanka,1,694.0,1.0,0.0,3084000.0
Vittasandra,2,1404.0,2.0,2.0,7000000.0
Electronic City Phase II,3,1192.0,2.0,3.0,4700000.0
Mahalakshmi Layout,4,1050.0,1.0,0.0,3500000.0
Vittasandra,2,1259.0,2.0,1.0,6748000.0
Kengeri,2,1000.0,2.0,2.0,3400000.0
Rachenahalli,2,985.0,2.0,1.0,4997000.0
Indira Nagar,1,850.0,1.0,2.0,6000000.0
Uttarahalli,3,1650.0,2.0,1.0,5000000.0
Rajaji Nagar,5,2400.0,3.0,1.0,32000000.0
Sarjapur  Road,3,1900.0,4.0,1.0,18000000.0
Ambedkar Nagar,2,1367.0,2.0,2.0,8600000.0
Rajaji Nagar,3,1210.0,2.0,2.0,8100000.0
Duvasapalya,2,1190.0,2.0,1.0,4860000.0
Sarjapur,2,1175.0,2.0,2.0,4200000.0
Whitefield,2,1140.0,2.0,2.0,4000000.0
Hoskote,2,1095.0,2.0,2.0,3360000.0
Attibele,1,782.0,1.0,0.0,1955000.0
Gubbalala,3,1435.0,2.0,2.0,8000000.0
Choodasandra,2,725.0,2.0,2.0,3600000.0
BCMC Layout,3,1600.0,2.0,2.0,8800000.0
Hosakerehalli,4,3205.0,4.0,2.0,30000000.0
Vishwapriya Layout,4,720.0,3.0,1.0,9500000.0
Jnanabharathi Layout,4,860.0,4.0,2.0,12500000.0
Haralur Road,2,1243.0,2.0,2.0,4600000.0
Kanakpura Road,3,1703.0,3.0,2.0,13000000.0
Padmanabhanagar,3,1350.0,3.0,1.0,7155000.0
Horamavu Agara,2,1145.0,2.0,1.0,4121000.0
Whitefield,2,1216.0,2.0,1.0,7500000.0
7th Phase JP Nagar,2,1100.0,3.0,1.0,6000000.0
Sarjapur  Road,4,2425.0,5.0,1.0,20100000.0
Kothanur,4,2700.0,4.0,2.0,17500000.0
Raja Rajeshwari Nagar,2,1196.0,2.0,2.0,4054000.0
Kanakpura Road,3,1600.0,3.0,3.0,9000000.0
Banashankari Stage V,3,1510.0,3.0,3.0,4757000.0
Hosakerehalli,4,3033.0,4.0,1.0,32600000.0
Pai Layout,2,780.0,2.0,1.0,7200000.0
Haralur Road,2,1194.0,2.0,2.0,4700000.0
Banashankari Stage II,2,1250.0,2.0,2.0,11000000.0
Sarjapur  Road,5,1480.0,4.0,1.0,16900000.0
Horamavu Agara,4,1250.0,4.0,1.0,10000000.0
Udaya Nagar,4,1350.0,4.0,2.0,16000000.0
Laggere,1,620.0,2.0,0.0,4800000.0
Raja Rajeshwari Nagar,3,1630.0,3.0,2.0,6065000.0
Hennur Road,2,1020.0,2.0,0.0,4500000.0
Hosakerehalli,3,1410.0,2.0,2.0,5358000.0
Bhoganhalli,2,1181.7,2.0,1.0,10000000.0
9th Block Jayanagar,9,1200.0,8.0,3.0,27000000.0
Sarjapur  Road,3,1691.0,3.0,2.0,11300000.0
KR Puram,4,1200.0,4.0,0.0,8300000.0
